Year,LocationAbbr,LocationDesc,Topic,Question,Low_Confidence_Limit,Data_Value,High_Confidence_Limit,Sample_Size
2019,AL,Alabama,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),44.3,45.9,47.6,"6,207"
2019,AR,Arkansas,Nutrition,% of adults who report consuming vegetables < once/day,19.8,21.6,23.4,"4,532"
2019,AR,Arkansas,Nutrition,% of adults who report consuming fruit < once/day,44.4,46.5,48.6,"4,723"
2019,AR,Arkansas,Obesity,% of adults aged >= 18 years with obesity,35.5,37.4,39.4,"4,922"
2019,AR,Arkansas,Obesity,% of adults aged >= 18 years with an overweight classification,31.3,33.2,35.1,"4,922"
2019,AR,Arkansas,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),29.9,31.8,33.7,"4,749"
2019,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),44.7,46.8,48.8,"4,726"
2019,AR,Arkansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,17.7,19.3,21.0,"4,583"
2019,AR,Arkansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,30.2,32.2,34.1,"4,802"
2019,AR,Arkansas,Physical Activity,% of adults with no leisure-time physical activity,29.5,31.2,33.1,"5,086"
2019,AZ,Arizona,Nutrition,% of adults who report consuming vegetables < once/day,20.2,21.9,23.6,"7,467"
2019,AZ,Arizona,Nutrition,% of adults who report consuming fruit < once/day,36.6,38.5,40.4,"7,759"
2019,AZ,Arizona,Obesity,% of adults aged >= 18 years with obesity,29.7,31.4,33.2,"8,183"
2019,AZ,Arizona,Obesity,% of adults aged >= 18 years with an overweight classification,32.6,34.4,36.2,"8,183"
2019,AZ,Arizona,Physical Activity,% of adults with no leisure-time physical activity,22.5,24.1,25.7,"8,393"
2019,AZ,Arizona,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),52.7,54.7,56.6,"7,816"
2019,AZ,Arizona,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),33.2,35.0,36.8,"7,828"
2019,AZ,Arizona,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,35.8,37.7,39.5,"8,004"
2019,AZ,Arizona,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,23.9,25.5,27.2,"7,657"
2019,CA,California,Nutrition,% of adults who report consuming vegetables < once/day,22.9,23.9,25.0,"10,021"
2019,CA,California,Nutrition,% of adults who report consuming fruit < once/day,35.0,36.2,37.4,"10,210"
2019,CA,California,Obesity,% of adults aged >= 18 years with an overweight classification,35.5,36.7,37.9,"10,546"
2019,CA,California,Obesity,% of adults aged >= 18 years with obesity,25.1,26.2,27.2,"10,546"
2019,CA,California,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),32.4,33.6,34.8,"10,371"
2019,CA,California,Physical Activity,% of adults with no leisure-time physical activity,21.4,22.4,23.4,"10,701"
2019,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,21.5,22.6,23.7,"10,252"
2019,CA,California,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),53.8,55.0,56.2,"10,237"
2019,CA,California,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,32.5,33.7,34.9,"10,431"
2019,CO,Colorado,Nutrition,% of adults who report consuming vegetables < once/day,18.5,19.5,20.6,"8,025"
2019,CO,Colorado,Nutrition,% of adults who report consuming fruit < once/day,35.7,37.0,38.3,"8,168"
2019,CO,Colorado,Obesity,% of adults aged >= 18 years with obesity,22.7,23.8,24.9,"8,644"
2019,CO,Colorado,Obesity,% of adults aged >= 18 years with an overweight classification,34.1,35.3,36.5,"8,644"
2019,CO,Colorado,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,26.2,27.4,28.5,"8,121"
2019,CO,Colorado,Physical Activity,% of adults with no leisure-time physical activity,17.7,18.7,19.7,"8,639"
2019,CO,Colorado,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,38.1,39.3,40.6,"8,378"
2019,CO,Colorado,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),36.4,37.6,38.9,"8,231"
2019,CO,Colorado,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),58.0,59.3,60.6,"8,183"
2019,CT,Connecticut,Nutrition,% of adults who report consuming vegetables < once/day,18.6,19.9,21.2,"7,734"
2019,CT,Connecticut,Nutrition,% of adults who report consuming fruit < once/day,32.7,34.1,35.6,"7,998"
2019,CT,Connecticut,Obesity,% of adults aged >= 18 years with obesity,27.8,29.1,30.5,"8,259"
2019,CT,Connecticut,Obesity,% of adults aged >= 18 years with an overweight classification,35.1,36.6,38.0,"8,259"
2019,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),52.8,54.4,55.9,"7,994"
2019,CT,Connecticut,Physical Activity,% of adults with no leisure-time physical activity,22.2,23.5,24.8,"8,590"
2019,CT,Connecticut,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,38.0,39.4,40.9,"8,236"
2019,CT,Connecticut,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),32.0,33.3,34.7,"8,015"
2019,CT,Connecticut,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,24.8,26.1,27.5,"7,885"
2019,DE,Delaware,Nutrition,% of adults who report consuming vegetables < once/day,18.4,20.3,22.4,"3,305"
2019,DE,Delaware,Nutrition,% of adults who report consuming fruit < once/day,34.7,37.0,39.4,"3,390"
2019,DE,Delaware,Obesity,% of adults aged >= 18 years with obesity,32.1,34.4,36.6,"3,401"
2019,DE,Delaware,Obesity,% of adults aged >= 18 years with an overweight classification,32.3,34.5,36.8,"3,401"
2019,DE,Delaware,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,34.7,37.0,39.3,"3,460"
2019,DE,Delaware,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),49.2,51.6,54.0,"3,417"
2019,DE,Delaware,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,21.8,23.8,25.9,"3,325"
2019,DE,Delaware,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),30.8,33.0,35.3,"3,407"
2019,DE,Delaware,Physical Activity,% of adults with no leisure-time physical activity,24.7,26.6,28.7,"3,647"
2019,FL,Florida,Nutrition,% of adults who report consuming vegetables < once/day,19.8,21.3,22.8,"14,048"
2019,FL,Florida,Nutrition,% of adults who report consuming fruit < once/day,36.6,38.3,39.9,"14,493"
2019,FL,Florida,Obesity,% of adults aged >= 18 years with obesity,25.6,27.0,28.5,"15,091"
2019,FL,Florida,Obesity,% of adults aged >= 18 years with an overweight classification,35.9,37.6,39.3,"15,091"
2019,FL,Florida,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,25.4,27.0,28.6,"14,216"
2019,FL,Florida,Physical Activity,% of adults with no leisure-time physical activity,25.0,26.5,28.0,"15,682"
2019,FL,Florida,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),35.9,37.5,39.2,"14,660"
2019,FL,Florida,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,36.4,38.1,39.8,"14,852"
2019,FL,Florida,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),53.3,55.1,56.8,"14,621"
2019,GA,Georgia,Nutrition,% of adults who report consuming vegetables < once/day,17.5,19.0,20.6,"6,149"
2019,GA,Georgia,Nutrition,% of adults who report consuming fruit < once/day,41.1,43.1,45.1,"6,342"
2019,GA,Georgia,Obesity,% of adults aged >= 18 years with an overweight classification,32.0,33.9,35.8,"6,470"
2019,GA,Georgia,Obesity,% of adults aged >= 18 years with obesity,31.3,33.1,35.0,"6,470"
2019,GA,Georgia,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),47.1,49.1,51.1,"6,316"
2019,GA,Georgia,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),29.0,30.8,32.6,"6,319"
2019,GA,Georgia,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.4,24.1,25.8,"6,132"
2019,GA,Georgia,Physical Activity,% of adults with no leisure-time physical activity,26.2,27.9,29.5,"6,780"
2019,GA,Georgia,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,36.3,38.2,40.1,"6,434"
2019,HI,Hawaii,Nutrition,% of adults who report consuming vegetables < once/day,20.7,22.0,23.3,"7,021"
2019,HI,Hawaii,Nutrition,% of adults who report consuming fruit < once/day,38.8,40.3,41.9,"7,125"
2019,HI,Hawaii,Obesity,% of adults aged >= 18 years with obesity,23.7,25.0,26.3,"7,341"
2019,HI,Hawaii,Obesity,% of adults aged >= 18 years with an overweight classification,31.8,33.2,34.7,"7,341"
2019,HI,Hawaii,Physical Activity,% of adults with no leisure-time physical activity,23.0,24.4,25.7,"7,342"
2019,HI,Hawaii,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,36.4,37.9,39.5,"7,189"
2019,HI,Hawaii,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),34.8,36.3,37.8,"7,077"
2019,HI,Hawaii,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),54.4,56.0,57.6,"7,019"
2019,HI,Hawaii,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,23.5,24.8,26.1,"7,025"
2019,IA,Iowa,Nutrition,% of adults who report consuming vegetables < once/day,21.7,22.7,23.8,"8,745"
2019,IA,Iowa,Nutrition,% of adults who report consuming fruit < once/day,39.3,40.5,41.7,"8,930"
2019,IA,Iowa,Obesity,% of adults aged >= 18 years with obesity,32.8,33.9,35.1,"8,938"
2019,IA,Iowa,Obesity,% of adults aged >= 18 years with an overweight classification,33.2,34.4,35.5,"8,938"
2019,IA,Iowa,Physical Activity,% of adults with no leisure-time physical activity,25.4,26.5,27.5,"9,398"
2019,IA,Iowa,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,31.8,32.9,34.1,"9,048"
2019,IA,Iowa,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),28.3,29.4,30.5,"8,846"
2019,IA,Iowa,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,19.1,20.0,21.1,"8,672"
2019,IA,Iowa,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),47.9,49.1,50.3,"8,760"
2019,ID,Idaho,Nutrition,% of adults who report consuming vegetables < once/day,15.0,16.6,18.3,"4,808"
2019,ID,Idaho,Nutrition,% of adults who report consuming fruit < once/day,34.7,36.8,38.9,"4,896"
2019,ID,Idaho,Obesity,% of adults aged >= 18 years with obesity,27.6,29.5,31.4,"4,925"
2019,ID,Idaho,Obesity,% of adults aged >= 18 years with an overweight classification,32.7,34.8,37.0,"4,925"
2019,ID,Idaho,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),55.2,57.4,59.6,"4,769"
2019,ID,Idaho,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,29.2,31.2,33.3,"5,050"
2019,ID,Idaho,Physical Activity,% of adults with no leisure-time physical activity,22.0,23.8,25.6,"5,252"
2019,ID,Idaho,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),38.7,40.8,43.1,"4,710"
2019,ID,Idaho,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,19.9,21.7,23.7,"4,677"
2019,IL,Illinois,Nutrition,% of adults who report consuming vegetables < once/day,22.0,23.4,24.8,"5,047"
2019,IL,Illinois,Nutrition,% of adults who report consuming fruit < once/day,36.7,38.3,39.9,"5,105"
2019,IL,Illinois,Obesity,% of adults aged >= 18 years with obesity,30.1,31.6,33.1,"5,188"
2019,IL,Illinois,Obesity,% of adults aged >= 18 years with an overweight classification,32.6,34.1,35.6,"5,188"
2019,IL,Illinois,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),29.8,31.2,32.8,"5,119"
2019,IL,Illinois,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.1,23.4,24.8,"5,059"
2019,IL,Illinois,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),48.8,50.5,52.1,"5,068"
2019,IL,Illinois,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,35.6,37.1,38.7,"5,173"
2019,IL,Illinois,Physical Activity,% of adults with no leisure-time physical activity,24.2,25.6,27.1,"5,303"
2019,IN,Indiana,Nutrition,% of adults who report consuming vegetables < once/day,20.1,21.3,22.6,"7,393"
2019,IN,Indiana,Nutrition,% of adults who report consuming fruit < once/day,40.2,41.6,43.0,"7,705"
2019,IN,Indiana,Obesity,% of adults aged >= 18 years with an overweight classification,32.5,33.8,35.1,"8,017"
2019,IN,Indiana,Obesity,% of adults aged >= 18 years with obesity,34.0,35.3,36.7,"8,017"
2019,IN,Indiana,Physical Activity,% of adults with no leisure-time physical activity,29.7,30.9,32.2,"8,356"
2019,IN,Indiana,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),45.5,46.9,48.4,"7,696"
2019,IN,Indiana,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,33.9,35.3,36.6,"7,908"
2019,IN,Indiana,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,19.9,21.1,22.3,"7,459"
2019,IN,Indiana,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),27.9,29.1,30.4,"7,693"
2019,KS,Kansas,Nutrition,% of adults who report consuming vegetables < once/day,18.9,20.0,21.0,"9,856"
2019,KS,Kansas,Nutrition,% of adults who report consuming fruit < once/day,40.2,41.4,42.6,"10,120"
2019,KS,Kansas,Obesity,% of adults aged >= 18 years with obesity,34.1,35.2,36.4,"10,294"
2019,KS,Kansas,Obesity,% of adults aged >= 18 years with an overweight classification,33.6,34.7,35.9,"10,294"
2019,KS,Kansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),47.8,49.1,50.3,"9,972"
2019,KS,Kansas,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),28.6,29.7,30.9,"10,000"
2019,KS,Kansas,Physical Activity,% of adults with no leisure-time physical activity,26.1,27.1,28.2,"10,729"
2019,KS,Kansas,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,32.3,33.4,34.6,"10,369"
2019,KS,Kansas,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,19.8,20.8,21.8,"9,862"
2019,KY,Kentucky,Nutrition,% of adults who report consuming vegetables < once/day,18.3,19.7,21.2,"7,143"
2019,KY,Kentucky,Nutrition,% of adults who report consuming fruit < once/day,44.0,45.8,47.7,"7,303"
2019,KY,Kentucky,Obesity,% of adults aged >= 18 years with obesity,34.7,36.5,38.2,"7,468"
2019,KY,Kentucky,Obesity,% of adults aged >= 18 years with an overweight classification,33.6,35.4,37.1,"7,468"
2019,KY,Kentucky,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),22.0,23.8,25.8,"5,176"
2019,KY,Kentucky,Physical Activity,% of adults with no leisure-time physical activity,31.1,32.8,34.5,"7,717"
2019,KY,Kentucky,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,13.8,15.3,17.0,"5,098"
2019,KY,Kentucky,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,25.4,27.0,28.7,"7,512"
2019,KY,Kentucky,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),34.2,36.3,38.4,"5,068"
2019,LA,Louisiana,Nutrition,% of adults who report consuming vegetables < once/day,23.9,25.6,27.3,"3,965"
2019,LA,Louisiana,Nutrition,% of adults who report consuming fruit < once/day,45.3,47.2,49.2,"4,061"
2019,LA,Louisiana,Obesity,% of adults aged >= 18 years with an overweight classification,33.2,35.0,36.8,"4,298"
2019,LA,Louisiana,Obesity,% of adults aged >= 18 years with obesity,34.1,35.9,37.7,"4,298"
2019,LA,Louisiana,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,18.1,19.7,21.3,"3,966"
2019,LA,Louisiana,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,32.4,34.2,36.1,"4,170"
2019,LA,Louisiana,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.9,45.9,47.8,"4,049"
2019,LA,Louisiana,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),25.8,27.5,29.2,"4,078"
2019,LA,Louisiana,Physical Activity,% of adults with no leisure-time physical activity,30.2,31.9,33.6,"4,399"
2019,MA,Massachusetts,Nutrition,% of adults who report consuming vegetables < once/day,14.4,15.5,16.7,"6,882"
2019,MA,Massachusetts,Nutrition,% of adults who report consuming fruit < once/day,31.3,32.7,34.2,"6,953"
2019,MA,Massachusetts,Obesity,% of adults aged >= 18 years with obesity,23.9,25.2,26.5,"6,787"
2019,MA,Massachusetts,Obesity,% of adults aged >= 18 years with an overweight classification,33.1,34.5,35.9,"6,787"
2019,MA,Massachusetts,Physical Activity,% of adults with no leisure-time physical activity,25.1,26.4,27.7,"7,408"
2019,MA,Massachusetts,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),31.1,32.5,33.9,"6,724"
2019,MA,Massachusetts,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,20.9,22.2,23.4,"6,685"
2019,MA,Massachusetts,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),52.0,53.5,55.0,"6,748"
2019,MA,Massachusetts,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,31.8,33.2,34.7,"7,192"
2019,MD,Maryland,Nutrition,% of adults who report consuming vegetables < once/day,20.2,21.3,22.5,"15,112"
2019,MD,Maryland,Nutrition,% of adults who report consuming fruit < once/day,36.1,37.3,38.5,"15,493"
2019,MD,Maryland,Obesity,% of adults aged >= 18 years with obesity,31.1,32.3,33.4,"15,864"
2019,MD,Maryland,Obesity,% of adults aged >= 18 years with an overweight classification,33.3,34.4,35.6,"15,864"
2019,MD,Maryland,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,35.4,36.6,37.8,"15,767"
2019,MD,Maryland,Physical Activity,% of adults with no leisure-time physical activity,22.4,23.4,24.4,"16,427"
2019,MD,Maryland,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),51.0,52.2,53.4,"15,311"
2019,MD,Maryland,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),30.1,31.2,32.3,"15,308"
2019,MD,Maryland,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,23.0,24.0,25.1,"15,058"
2019,ME,Maine,Nutrition,% of adults who report consuming vegetables < once/day,11.4,12.5,13.7,"10,294"
2019,ME,Maine,Nutrition,% of adults who report consuming fruit < once/day,33.7,35.2,36.8,"10,424"
2019,ME,Maine,Obesity,% of adults aged >= 18 years with obesity,30.3,31.7,33.1,"10,455"
2019,ME,Maine,Obesity,% of adults aged >= 18 years with an overweight classification,32.3,33.8,35.3,"10,455"
2019,ME,Maine,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),50.5,52.1,53.7,"10,078"
2019,ME,Maine,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,29.1,30.6,32.1,"10,518"
2019,ME,Maine,Physical Activity,% of adults with no leisure-time physical activity,28.7,30.1,31.5,"11,017"
2019,ME,Maine,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),32.9,34.4,36.0,"10,045"
2019,ME,Maine,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,18.8,20.2,21.5,"9,783"
2019,MI,Michigan,Nutrition,% of adults who report consuming vegetables < once/day,19.6,20.7,21.8,"9,604"
2019,MI,Michigan,Nutrition,% of adults who report consuming fruit < once/day,38.8,40.1,41.5,"9,764"
2019,MI,Michigan,Obesity,% of adults aged >= 18 years with obesity,34.7,36.0,37.3,"9,857"
2019,MI,Michigan,Obesity,% of adults aged >= 18 years with an overweight classification,33.1,34.4,35.6,"9,857"
2019,MI,Michigan,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,22.2,23.3,24.5,"9,452"
2019,MI,Michigan,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),31.3,32.5,33.8,"9,607"
2019,MI,Michigan,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,34.1,35.3,36.6,"9,851"
2019,MI,Michigan,Physical Activity,% of adults with no leisure-time physical activity,24.3,25.4,26.6,"10,194"
2019,MI,Michigan,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),50.4,51.7,53.1,"9,581"
2019,MN,Minnesota,Nutrition,% of adults who report consuming vegetables < once/day,19.8,20.6,21.5,"13,720"
2019,MN,Minnesota,Nutrition,% of adults who report consuming fruit < once/day,34.2,35.2,36.2,"13,970"
2019,MN,Minnesota,Obesity,% of adults aged >= 18 years with obesity,29.2,30.1,31.1,"14,139"
2019,MN,Minnesota,Obesity,% of adults aged >= 18 years with an overweight classification,34.5,35.4,36.4,"14,139"
2019,MN,Minnesota,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),57.5,58.5,59.5,"13,924"
2019,MN,Minnesota,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,35.5,36.5,37.5,"14,155"
2019,MN,Minnesota,Physical Activity,% of adults with no leisure-time physical activity,19.1,19.9,20.7,"14,747"
2019,MN,Minnesota,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),35.9,36.8,37.8,"13,940"
2019,MN,Minnesota,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,24.6,25.5,26.3,"13,660"
2019,MO,Missouri,Nutrition,% of adults who report consuming vegetables < once/day,17.7,19.0,20.4,"6,586"
2019,MO,Missouri,Nutrition,% of adults who report consuming fruit < once/day,40.5,42.2,43.9,"6,748"
2019,MO,Missouri,Obesity,% of adults aged >= 18 years with an overweight classification,31.7,33.3,34.9,"6,726"
2019,MO,Missouri,Obesity,% of adults aged >= 18 years with obesity,33.2,34.8,36.4,"6,726"
2019,MO,Missouri,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,15.8,17.1,18.5,"6,594"
2019,MO,Missouri,Physical Activity,% of adults with no leisure-time physical activity,29.1,30.6,32.1,"7,037"
2019,MO,Missouri,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),25.2,26.7,28.2,"6,628"
2019,MO,Missouri,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),43.4,45.1,46.8,"6,588"
2019,MO,Missouri,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,26.3,27.8,29.3,"6,924"
2019,MS,Mississippi,Nutrition,% of adults who report consuming vegetables < once/day,21.3,22.9,24.6,"4,552"
2019,MS,Mississippi,Nutrition,% of adults who report consuming fruit < once/day,45.6,47.5,49.4,"4,649"
2019,MS,Mississippi,Obesity,% of adults aged >= 18 years with an overweight classification,30.1,31.9,33.7,"4,737"
2019,MS,Mississippi,Obesity,% of adults aged >= 18 years with obesity,39.0,40.8,42.7,"4,737"
2019,MS,Mississippi,Physical Activity,% of adults with muscle-strengthening activities >= 2 days/wk,27.2,29.0,30.8,"4,809"
2019,MS,Mississippi,Physical Activity,% of adults with >= 300 min/wk of moderate aerobic or 150 min/wk of vigorous aerobic activity (or an = mix),21.7,23.4,25.1,"4,659"
2019,MS,Mississippi,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic activity (or an = mix),37.6,39.5,41.4,"4,610"
2019,MS,Mississippi,Physical Activity,% of adults with no leisure-time physical activity,36.0,37.7,39.5,"4,933"
2019,MS,Mississippi,Physical Activity,% of adults with >= 150 min/wk of moderate aerobic or 75 min/wk of vigorous aerobic physical activity & muscle-strengthening activities on >= 2 days/wk,14.2,15.7,17.2,"4,601"
2019,MT,Montana,Nutrition,% of adults who report consuming vegetables < once/day,15.8,16.9,18.1,"5,877"
2019,MT,Montana,Nutrition,% of adults who report consuming fruit < once/day,39.4,40.9,42.4,"6,019"
2019,MT,Montana,Obesity,% of adults aged >= 18 years with obesity,27.0,28.3,29.7,"6,043"
